object_name,package_name,url_browser,description,id_package,id_dataset,url_download
whse_admin_boundaries.adm_mcfd_servce_dlvry_areas_sp,children-and-family-development-service-delivery-areas-sdas-,https://catalogue.data.gov.bc.ca/dataset/bdf0e894-1c9c-4161-be60-1d197574a4b8,"The Ministry of Children and Family Development (MCFD) delivers a number of services through 13 geographic areas of BC called Service Delivery Areas (SDAs). Each SDA is led by an Executive Director of Service.
",bdf0e894-1c9c-4161-be60-1d197574a4b8,e05cbb32-1e73-4741-8e57-8e33b959016d,https://openmaps.gov.bc.ca/geo/pub/WHSE_ADMIN_BOUNDARIES.ADM_MCFD_SERVCE_DLVRY_AREAS_SP/ows?service=WMS&request=GetCapabilities
whse_basemapping.nts_bc_coastline_polys_125m,nts-bc-coastline-polygons-1-250-000-digital-baseline-mapping-nts,https://catalogue.data.gov.bc.ca/dataset/af9ceee9-6545-423e-b5f7-75872968704c,SDE layer containing coastlines.,af9ceee9-6545-423e-b5f7-75872968704c,fab3beb8-5198-436c-800d-c866d236836d,https://openmaps.gov.bc.ca/geo/pub/WHSE_BASEMAPPING.NTS_BC_COASTLINE_POLYS_125M/ows?service=WMS&request=GetCapabilities
whse_terrestrial_ecology.erc_ecodivisions_sp,ecodivisions-ecoregion-ecosystem-classification-of-british-columbia,https://catalogue.data.gov.bc.ca/dataset/e4c96566-3895-4d55-8ba9-adfd64cfaf54,"Ecodivisions are areas of broad climatic and physiographic uniformity, defined at the continental level.",e4c96566-3895-4d55-8ba9-adfd64cfaf54,2ea3ace3-e171-45d8-95fe-9fc9e22b2917,https://openmaps.gov.bc.ca/geo/pub/WHSE_TERRESTRIAL_ECOLOGY.ERC_ECODIVISIONS_SP/ows?service=WMS&request=GetCapabilities
whse_land_and_natural_resource.eaubc_eco_drainage_units_sp,eaubc-ecological-drainage-units,https://catalogue.data.gov.bc.ca/dataset/eeab4fa2-be2e-430f-a149-ad5cb37435c0,"Ecological Drainage Units (EDU's) are nested within Freshwater Ecoregions and take into account zoogeographic, climatic, and physiographic patterns that define freshwater systems. Ecological Drainage Units represent distinct major drainage basins that contain unique assemblages of native B.C. freshwater fish. Thirty-six Ecological Drainage Units are identified in BC.",eeab4fa2-be2e-430f-a149-ad5cb37435c0,76d9731b-ca27-498b-b161-6eb118d5c52b,https://openmaps.gov.bc.ca/geo/pub/WHSE_LAND_AND_NATURAL_RESOURCE.EAUBC_ECO_DRAINAGE_UNITS_SP/ows?service=WMS&request=GetCapabilities
whse_admin_boundaries.fadm_forest_inventory_zones_sp,forest-inventory-zones,https://catalogue.data.gov.bc.ca/dataset/67e95c68-c1ef-4363-b351-0dfead151122,The Forest Inventory Zone(s) (FIZ) were developed to provide a broadly based ecological classification of the forest land in British Columbia.  FIZ closely follow the early biogeoclimatic zones developed by Dr. Krajina.  The province of British Columbia is split into 12 FIZ zones.,67e95c68-c1ef-4363-b351-0dfead151122,2015cccb-86b6-450c-827e-5ab6845032ec,https://openmaps.gov.bc.ca/geo/pub/WHSE_ADMIN_BOUNDARIES.FADM_FOREST_INVENTORY_ZONES_SP/ows?service=WMS&request=GetCapabilities
whse_environmental_monitoring.chra_kayaking_routes_line,coastal-bc-marine-and-freshwater-kayaking-routes,https://catalogue.data.gov.bc.ca/dataset/ac10e88e-9bb1-4ec7-9d16-bc0e5cebcdeb,The location of coastal British Columbia marine and freshwater kayaking routes,ac10e88e-9bb1-4ec7-9d16-bc0e5cebcdeb,8a1d58f9-b8e4-43b6-b316-ad84a2d66cf9,https://openmaps.gov.bc.ca/geo/pub/WHSE_ENVIRONMENTAL_MONITORING.CHRA_KAYAKING_ROUTES_LINE/ows?service=WMS&request=GetCapabilities
whse_basemapping.trim_ebm_waterbodies,waterbodies-trim-enhanced-base-map-ebm,https://catalogue.data.gov.bc.ca/dataset/1526f90e-6d36-4f8b-b693-3336b6bbedbb,"Lakes, Reservoirs, tailing ponds. TRIM-EBM is a 2D product containing TRIM 1 features excluding toponoymy, contours and DEM for which area based features have been closed to form polygons, symbol points have been replaced with polygons and vertical integration of streams has been removed.",1526f90e-6d36-4f8b-b693-3336b6bbedbb,b0bb881b-e44c-42da-8e3b-460517d24248,https://openmaps.gov.bc.ca/geo/pub/WHSE_BASEMAPPING.TRIM_EBM_WATERBODIES/ows?service=WMS&request=GetCapabilities
whse_basemapping.trim_surface_lines,trim-surface-features-lines,https://catalogue.data.gov.bc.ca/dataset/c664b72f-436a-4e0e-bcda-1bd1ad1102ba,"Surface features - volcanic crater, eskers, lava flow, moraine, scree/talus, slide. The TRIM program produces digital maps, which is a collection of coverages to conform with the BC Geographic System layout. TRIM mapping consists of 7,027 mapsheets covering the province of British Columbia at a scale of 1:20 000.",c664b72f-436a-4e0e-bcda-1bd1ad1102ba,6c2af439-5eda-4ef1-a810-70e18d89dc49,https://openmaps.gov.bc.ca/geo/pub/WHSE_BASEMAPPING.TRIM_SURFACE_LINES/ows?service=WMS&request=GetCapabilities
whse_mineral_tenure.geol_elog_points_sp,electrical-logs-elogs-of-the-shallow-subsurface-of-northeastern-british-columbia,https://catalogue.data.gov.bc.ca/dataset/2db47d45-d45f-489f-bfb7-a249793f6481,"These elogs provide information about the shallow and mostly unconsolidated materials overlying bedrock in the Peace River region of northeastern British Columbia.  They can be used to interpret depth to bedrock, possible water bearing intervals, lithology and other aspects of the shallow subsurface. ",2db47d45-d45f-489f-bfb7-a249793f6481,9de71e61-7b67-4b2b-a6db-62a0fbab1596,https://openmaps.gov.bc.ca/geo/pub/WHSE_MINERAL_TENURE.GEOL_ELOG_POINTS_SP/ows?service=WMS&request=GetCapabilities
whse_basemapping.gba_railway_crossings_sp,railway-crossing-point,https://catalogue.data.gov.bc.ca/dataset/8d1922f0-247a-43f6-83ef-aa13a741eed8,This layer contains railway crossings within BC from GeoBase's National Railway Network (NRWN) dataset.,8d1922f0-247a-43f6-83ef-aa13a741eed8,2f100477-fc90-419e-bbc9-14bba3397897,https://openmaps.gov.bc.ca/geo/pub/WHSE_BASEMAPPING.GBA_RAILWAY_CROSSINGS_SP/ows?service=WMS&request=GetCapabilities
whse_terrestrial_ecology.ste_scanned_map_boundary_sp,terrestrial-ecosystem-information-scanned-map-boundary,https://catalogue.data.gov.bc.ca/dataset/12d2c2b0-b2f6-4ab1-92af-842a4d66b5c2,"STE_SCANNED_MAP_BOUNDARY_SP includes an index of the mapsheet grid location of Soils, Terrain, Ecosystems and related scanned maps (including Agriculture Capability and Climate Capability maps). These maps are intended for on-screen viewing or printing. The majority of the maps have been geo-referenced. Mapping may not cover the whole map grid area. Some maps are interim or draft and may have been superseded. Some files are of related legends and map project text. Associated scanned map boundary attributes describe the project map (project level metadata) and provide a link for downloading the map, plus links to related reports, geo-referenced maps, and GIS digital data available from other sources. ATTENTION - The IMAGE_URL link is only useable by BC government staff. Public users can download the scanned maps by using the ECOCAT_URL link. There is no charge for the scanned map files. Please note that some maps and more recent mapping may also be available in digital GIS format. See - Ecosystem and Terrain Mapping Data Inventory.",12d2c2b0-b2f6-4ab1-92af-842a4d66b5c2,1cb60ba1-e167-45ea-aced-ca63cea45c04,https://openmaps.gov.bc.ca/geo/pub/WHSE_TERRESTRIAL_ECOLOGY.STE_SCANNED_MAP_BOUNDARY_SP/ows?service=WMS&request=GetCapabilities
reg_land_and_natural_resource.wld_mdwr_std_strc_lmt_car_sp,slope-aspect-habitat-type-limitations-in-mule-deer-winter-range-cariboo-region,https://catalogue.data.gov.bc.ca/dataset/835d5a75-6463-4ddf-a6a7-f3e4ca50a005,"Slope/Aspect habitat type limitations (high, moderate, low) in mule deer winter range within the Cariboo Region. These limitations apply only to interior douglas fir (IDF) and bunch grass biogeoclimatic zones within mule deer winter range.",835d5a75-6463-4ddf-a6a7-f3e4ca50a005,4926e7c3-1b21-465f-abcb-585404bf2451,https://openmaps.gov.bc.ca/geo/pub/REG_LAND_AND_NATURAL_RESOURCE.WLD_MDWR_STD_STRC_LMT_CAR_SP/ows?service=WMS&request=GetCapabilities
whse_basemapping.nts_bc_coastline_lines_125m,nts-bc-coastline-lines-1-250-000-digital-baseline-mapping-nts,https://catalogue.data.gov.bc.ca/dataset/a67a6695-c6e9-4b1c-bf8a-c59b57197077,SDE layer containing coastlines.,a67a6695-c6e9-4b1c-bf8a-c59b57197077,4746fff2-ec15-4835-95fb-34a643d45d35,https://openmaps.gov.bc.ca/geo/pub/WHSE_BASEMAPPING.NTS_BC_COASTLINE_LINES_125M/ows?service=WMS&request=GetCapabilities
whse_admin_boundaries.fadm_pulpwood_agreement,fadm-pulpwood-agreement,https://catalogue.data.gov.bc.ca/dataset/a10ce564-2805-43f4-8399-1e60eb54eceb,"The spatial representation for a Pulpwood Agreement, which is a 25 year term agreement, replaceable every ten years, that allows the holder of a wood-fibre processing facility to harvest Crown pulp timber if sufficient quantities of raw material are not available to the holder from other sources. Covers a large area in one or more Timber Supply Areas or TFLs.",a10ce564-2805-43f4-8399-1e60eb54eceb,a61ee607-7bc3-4de8-ab9f-cdfbf88a8216,https://openmaps.gov.bc.ca/geo/pub/WHSE_ADMIN_BOUNDARIES.FADM_PULPWOOD_AGREEMENT/ows?service=WMS&request=GetCapabilities
whse_wildlife_management.crims_pelagic_birds_unspcfd,pelagic-birds-unspecified-coastal-resource-information-management-system-crims-,https://catalogue.data.gov.bc.ca/dataset/a4a80d7c-c923-4709-8f40-32cc6dcd635f,"Distribution of unspecified pelagic bird species habitat in coastal British Columbia showing relative abundance (RA) by season and overall relative importance (RI). RI is based on project region and not on the province as a whole. CRIMS is a legacy dataset of BC coastal resource data that was acquired in a systematic and synoptic manner from 1979 and was intermittently updated throughout the years. Resource information was collected in nine study areas using a peer-reviewed provincial Resource Information Standards Committee consisting of DFO Fishery Officers, First Nations, and other subject matter experts. There are currently no plans to update this legacy data. ",a4a80d7c-c923-4709-8f40-32cc6dcd635f,8954e7ba-11cc-4d9f-ab10-495473f69f7c,https://openmaps.gov.bc.ca/geo/pub/WHSE_WILDLIFE_MANAGEMENT.CRIMS_PELAGIC_BIRDS_UNSPCFD/ows?service=WMS&request=GetCapabilities
reg_land_and_natural_resource.wld_caribou_lu_subdiv_car_sp,landscape-units-subdivisions-for-wildlife-habitat-area-5-086,https://catalogue.data.gov.bc.ca/dataset/5018ae96-a5f1-4709-9848-981561032f3c,"Landscape Units (Subdivisions) were developed as a part of the 2002 Northern Caribou Strategy and are used for landscape level planning within Wildlife Habitat Area 5-086.

For details please see:  [Apps, C. D., T. A. Kinley, and J. A. Young. 2001. Multi-scale habitat modeling for woodland
caribou in the Itcha, Ilgachuz, and Rainbow mountains of west-central British Columbia.
Wildlife Section, Ministry of Water, Land and Air Protection, Williams Lake, British
Columbia, Canada.](http://www.env.gov.bc.ca/cariboo/env_stewardship/wildlife/inventory/caribou/northcar/hmi/hsi06-01.pdf)",5018ae96-a5f1-4709-9848-981561032f3c,79a1f560-603e-4655-b972-588de1a64525,https://openmaps.gov.bc.ca/geo/pub/REG_LAND_AND_NATURAL_RESOURCE.WLD_CARIBOU_LU_SUBDIV_CAR_SP/ows?service=WMS&request=GetCapabilities
reg_land_and_natural_resource.wld_caribou_hab_e2001_car_sp,caribou-habitat-model-e-cariboo-region-columbia-highlands-n-columbia-mountains-2001,https://catalogue.data.gov.bc.ca/dataset/321fbe63-3537-4c01-844e-463b8553ff3c,"Summer, Spring, Early Winter, and Late Winter multi-scale habitat model for mountain caribou in the Western Cariboo Region / Columbia Highlands / Northern Columbia Mountains. 

[Season] field should be used to split the data out into separate summer, spring, early winter, and late winter habitat models.

[Model development is detailed in _Apps, C. D. and T. A. Kinley. 2000. Multiscale Habitat Modeling for Mountain Caribou in the Columbia Highlands and Northern Columbia Mountains Ecoregions, British Columbia.Wildlife Section, Ministry of Water, Land and Air Protection, Williams Lake, British Columbia, Canada](http://www.env.gov.bc.ca/cariboo/env_stewardship/wildlife/inventory/caribou/mtncar/hmi/habitatmod04-00.pdf).
",321fbe63-3537-4c01-844e-463b8553ff3c,3a51f097-913d-46f1-8b2e-b5b5c544891b,https://openmaps.gov.bc.ca/geo/pub/REG_LAND_AND_NATURAL_RESOURCE.WLD_CARIBOU_HAB_E2001_CAR_SP/ows?service=WMS&request=GetCapabilities
reg_land_and_natural_resource.wld_caribou_iicha_car_sp,itcha-ilgachuz-caribou-habitat-area,https://catalogue.data.gov.bc.ca/dataset/6e58aa4d-7e29-4a0e-8ca4-66752d9355db,"The Itcha Ilgachuz Caribou Habitat Area (IICHA) and associated quadrants were developed as a part of the 2002 Northern Caribou Strategy, with revisions in 2011. The boundary is based on caribou telemetry to 2011, and is used to form the outer boundary of the quadrants that are used to help determine the rate of cut within WHA 5-086.",6e58aa4d-7e29-4a0e-8ca4-66752d9355db,de508e3d-0cc2-4e35-979a-fb65bbe0f5fd,https://openmaps.gov.bc.ca/geo/pub/REG_LAND_AND_NATURAL_RESOURCE.WLD_CARIBOU_IICHA_CAR_SP/ows?service=WMS&request=GetCapabilities
whse_basemapping.utmg_gridlines_10k_sp,utm-grid-lines-at-10-kilometre-intervals,https://catalogue.data.gov.bc.ca/dataset/5464af3e-0374-49ca-a598-44780b6871d9,"Straight lines following Universal Transverse Mercator (UTM) Coordinates divisible by 10,000 m, spaced 10 km apart. Generated mathematically, and stored in BC Albers projection. These grid lines do not follow any geographical features.",5464af3e-0374-49ca-a598-44780b6871d9,4c09ef6b-1898-4190-a7c9-270cddb57eac,https://openmaps.gov.bc.ca/geo/pub/WHSE_BASEMAPPING.UTMG_GRIDLINES_10K_SP/ows?service=WMS&request=GetCapabilities
whse_basemapping.bc_manmade_lines_500m,bc-designated-areas-lines-1-2-000-000-digital-baseline-mapping,https://catalogue.data.gov.bc.ca/dataset/9acb0467-ba8a-48ab-9877-c7bdac59b594,"Layer containing outlines of designated areas such as parks, cities, etc",9acb0467-ba8a-48ab-9877-c7bdac59b594,51b6242e-1cb2-4999-b830-dcc2b92e73b7,https://openmaps.gov.bc.ca/geo/pub/WHSE_BASEMAPPING.BC_MANMADE_LINES_500M/ows?service=WMS&request=GetCapabilities
whse_basemapping.nts_250k_grid,nts-250k-grid-digital-baseline-mapping-at-1-250-000-nts,https://catalogue.data.gov.bc.ca/dataset/c50803db-7645-4da8-bce5-1bc5b501a7b3,"Index Grid for NTS 1:250,000 scale maps",c50803db-7645-4da8-bce5-1bc5b501a7b3,3a8bcd6d-2414-412f-ad9f-59c69d7ed165,https://openmaps.gov.bc.ca/geo/pub/WHSE_BASEMAPPING.NTS_250K_GRID/ows?service=WMS&request=GetCapabilities
whse_basemapping.trim_ebm_airfields,airfields-trim-enhanced-base-map-ebm,https://catalogue.data.gov.bc.ca/dataset/c9fe55da-400a-40e2-8b05-1e78e89fb007,"Includes airports, airstrips, helipads and abandoned airfields. Symbols in TRIM have been replaced by polygons. TRIM-EBM is a 2D product containing TRIM 1 features excluding toponymy, contours and DEM for which area based features have been closed to form polygons, symbol points have been replaced with polygons and vertical integration of streams has been removed.",c9fe55da-400a-40e2-8b05-1e78e89fb007,60830d12-0c83-4d44-9d89-cae9c58f15d3,https://openmaps.gov.bc.ca/geo/pub/WHSE_BASEMAPPING.TRIM_EBM_AIRFIELDS/ows?service=WMS&request=GetCapabilities
whse_environmental_monitoring.chra_industries_point,coastal-bc-marine-industrial-sites,https://catalogue.data.gov.bc.ca/dataset/260799fc-4b9a-498d-bdd3-941ed166fe0a,The locations of coastal British Columbia industrial sites,260799fc-4b9a-498d-bdd3-941ed166fe0a,d4a1639d-8bc7-4809-a11d-c2195a0c528d,https://openmaps.gov.bc.ca/geo/pub/WHSE_ENVIRONMENTAL_MONITORING.CHRA_INDUSTRIES_POINT/ows?service=WMS&request=GetCapabilities
whse_mineral_tenure.ptsa_oil_gas_grid_unit_sp,petroleum-and-natural-gas-grid-unit,https://catalogue.data.gov.bc.ca/dataset/19fce647-1e92-4030-9d0e-d2e50414596e,Petroleum and Natural Gas spatial views by grid unit,19fce647-1e92-4030-9d0e-d2e50414596e,96a988af-f49b-4410-af0a-5fe47ff00e5e,https://openmaps.gov.bc.ca/geo/pub/WHSE_MINERAL_TENURE.PTSA_OIL_GAS_GRID_UNIT_SP/ows?service=WMS&request=GetCapabilities
whse_terrestrial_ecology.erc_ecoregions_sp,ecoregions-ecoregion-ecosystem-classification-of-british-columbia,https://catalogue.data.gov.bc.ca/dataset/d00389e0-66da-4895-bd56-39a0dd64aa78,"An ecoregion is an area with major physiographic and minor macroclimatic or oceanographic variation. There are 43 ecoregion in British Columbia of which 39 are terrestrial. Ecodivsions are meant to be mapped at 1:500,000 for regional strategic planning",d00389e0-66da-4895-bd56-39a0dd64aa78,bd816a86-4f5e-4989-b1df-0b2f3f4a5f86,https://openmaps.gov.bc.ca/geo/pub/WHSE_TERRESTRIAL_ECOLOGY.ERC_ECOREGIONS_SP/ows?service=WMS&request=GetCapabilities
whse_basemapping.dbm_mof_50k_grid,bcgs-1-50-000-grid,https://catalogue.data.gov.bc.ca/dataset/06b6837e-7632-46f3-8052-4f1a7c123c5d,"BCGS 1:50,000 scale grid. The British Columbia Geographic System is a geographic system in which the coverage in minutes and seconds of longitude is double the coverage in minutes and seconds of latitude for sheets at all scales",06b6837e-7632-46f3-8052-4f1a7c123c5d,431fd31f-0bf3-466e-8de7-7e1bd40fdbc7,https://openmaps.gov.bc.ca/geo/pub/WHSE_BASEMAPPING.DBM_MOF_50K_GRID/ows?service=WMS&request=GetCapabilities
